Claim_ID,Age_Group,Income_Bracket,Settlement_Team,Policy_Type,Claim_Amount,Claim_Duration_Days,Premium_Amount,Num_Prior_Claims,Policy_Tenure_Years,Gender,Region,Settlement_Status
CLM00530,60+,High (70K-150K),Team B,Term Life,5245.77,96,2390.3,1,3,Female,East,Rejected
CLM00531,46-60,Low (<30K),Team B,Whole Life,18525.54,6,282.19,4,13,Male,North,Rejected
CLM00532,60+,Middle (30K-70K),Team C,Whole Life,22047.58,35,1161.75,4,12,Female,South,Rejected
CLM00533,60+,Middle (30K-70K),Team B,Health,55787.38,33,2937.9,1,19,Male,North,Settled
CLM00534,46-60,Premium (150K+),Team B,Health,5002.4,18,567.22,3,2,Male,East,Settled
CLM00535,46-60,High (70K-150K),Team A,Term Life,49539.63,37,1362.25,4,1,Female,East,Rejected
CLM00536,60+,Middle (30K-70K),Team A,Whole Life,6922.37,13,3338.65,3,8,Female,Central,Rejected
CLM00537,46-60,Low (<30K),Team B,Health,2689.11,74,539.74,1,9,Male,North,Rejected
CLM00538,31-45,Low (<30K),Team B,Auto,31855.45,101,471.81,1,8,Female,East,Rejected
CLM00539,31-45,Low (<30K),Team C,Health,62875.39,90,547.27,2,21,Female,West,Settled
CLM00540,18-30,Middle (30K-70K),Team A,Auto,298191.38,110,2362.77,0,17,Male,Central,Settled
CLM00541,60+,Premium (150K+),Team A,Health,3166.33,81,1157.94,1,9,Female,South,Settled
CLM00542,46-60,Middle (30K-70K),Team D,Health,30905.94,64,3649.84,1,6,Female,Central,Rejected
CLM00543,31-45,Middle (30K-70K),Team A,Term Life,8170.12,1,1991.84,4,15,Female,South,Settled
CLM00544,46-60,Low (<30K),Team B,Health,34201.69,63,8139.04,1,23,Male,West,Rejected
CLM00545,46-60,Premium (150K+),Team D,Health,2287.95,89,671.84,1,24,Female,South,Settled
CLM00546,31-45,High (70K-150K),Team A,Health,2935.63,34,2357.64,1,13,Female,North,Settled
CLM00547,18-30,Low (<30K),Team A,Whole Life,5265.6,103,957.02,1,21,Female,South,Rejected
CLM00548,46-60,High (70K-150K),Team B,Whole Life,14687.57,10,2922.43,3,22,Male,South,Rejected
CLM00549,31-45,Middle (30K-70K),Team B,Whole Life,6190.07,84,1990.12,1,12,Female,Central,Rejected
CLM00550,46-60,Low (<30K),Team C,Whole Life,29462.25,7,816.89,4,13,Male,West,Settled
CLM00551,31-45,Middle (30K-70K),Team D,Term Life,45810.73,56,1594.44,0,7,Female,South,Settled
CLM00552,60+,Middle (30K-70K),Team A,Health,27432.76,80,1916.93,4,23,Female,North,Rejected
CLM00553,46-60,Low (<30K),Team C,Term Life,93203.93,37,1119.41,0,18,Male,Central,Rejected
CLM00554,46-60,Premium (150K+),Team B,Term Life,22004.27,29,3234.84,0,14,Male,West,Rejected
CLM00555,60+,High (70K-150K),Team A,Whole Life,3101.76,12,792.45,0,11,Female,West,Rejected
CLM00556,31-45,High (70K-150K),Team C,Health,68600.27,17,9631.62,1,14,Female,East,Rejected
CLM00557,18-30,Middle (30K-70K),Team B,Whole Life,6462.76,48,3877.52,2,17,Male,North,Rejected
CLM00558,18-30,Middle (30K-70K),Team B,Term Life,39835.04,84,2389.87,0,24,Female,Central,Rejected
CLM00559,46-60,High (70K-150K),Team A,Health,88298.73,26,17610.51,0,21,Female,Central,Settled
CLM00560,46-60,Middle (30K-70K),Team B,Whole Life,23110.11,112,1411.72,2,2,Female,North,Settled
CLM00561,46-60,Low (<30K),Team B,Auto,2218.55,83,2948.64,3,19,Female,West,Rejected
CLM00562,31-45,Middle (30K-70K),Team D,Auto,4438.83,111,2160.61,3,16,Male,South,Settled
CLM00563,18-30,High (70K-150K),Team A,Whole Life,65335.67,12,3421.98,5,22,Female,North,Settled
CLM00564,18-30,Middle (30K-70K),Team B,Whole Life,10905.83,21,5984.29,0,10,Male,Central,Rejected
CLM00565,31-45,Low (<30K),Team B,Health,14698.32,42,2805.0,1,22,Male,North,Rejected
CLM00566,46-60,High (70K-150K),Team C,Term Life,33209.43,61,4160.69,1,8,Male,West,Settled
CLM00567,31-45,Low (<30K),Team C,Whole Life,30809.78,58,1164.08,0,21,Female,East,Rejected
CLM00568,31-45,Middle (30K-70K),Team C,Whole Life,18667.88,54,1533.15,1,5,Female,East,Settled
CLM00569,60+,Low (<30K),Team C,Auto,10400.38,34,6705.14,0,7,Male,South,Settled
CLM00570,31-45,Middle (30K-70K),Team D,Term Life,9180.14,7,2914.59,1,13,Female,South,Settled
CLM00571,31-45,High (70K-150K),Team B,Health,37401.97,109,2205.39,0,16,Female,West,Rejected
CLM00572,46-60,Middle (30K-70K),Team B,Health,25959.25,35,989.7,3,5,Female,South,Settled
CLM00573,31-45,Low (<30K),Team D,Whole Life,9810.81,15,3917.77,2,16,Female,East,Settled
CLM00574,46-60,Premium (150K+),Team D,Term Life,48949.03,65,967.61,0,15,Male,West,Settled
CLM00575,60+,Premium (150K+),Team D,Auto,11443.29,90,764.38,0,9,Male,West,Settled
CLM00576,60+,Premium (150K+),Team B,Whole Life,4807.85,99,1982.16,4,22,Female,West,Rejected
CLM00577,18-30,Low (<30K),Team A,Health,5373.5,25,264.54,2,23,Male,North,Rejected
CLM00578,60+,Middle (30K-70K),Team B,Term Life,4127.85,106,2947.94,2,12,Male,South,Settled
CLM00579,31-45,Premium (150K+),Team C,Whole Life,9634.52,59,2444.4,2,8,Female,Central,Rejected
CLM00580,31-45,High (70K-150K),Team B,Whole Life,58716.09,79,1363.43,0,13,Female,East,Settled
CLM00581,31-45,Low (<30K),Team B,Term Life,5084.16,86,1466.02,3,5,Female,South,Rejected
CLM00582,60+,Low (<30K),Team D,Term Life,16750.29,6,1643.43,0,14,Male,East,Rejected
CLM00583,31-45,Middle (30K-70K),Team B,Health,6075.22,52,961.7,2,16,Male,South,Rejected
CLM00584,31-45,Premium (150K+),Team D,Term Life,9775.45,79,2095.73,3,11,Female,Central,Settled
CLM00585,46-60,Middle (30K-70K),Team B,Term Life,2181.9,88,1481.02,0,20,Male,East,Rejected
CLM00586,31-45,Middle (30K-70K),Team B,Whole Life,10253.29,21,1978.24,3,12,Male,Central,Settled
CLM00587,18-30,Low (<30K),Team B,Health,10588.82,71,1596.26,0,15,Male,East,Rejected
CLM00588,18-30,High (70K-150K),Team C,Term Life,25548.8,93,1363.73,3,24,Female,North,Settled
CLM00589,18-30,High (70K-150K),Team A,Health,17464.7,96,2259.26,4,12,Male,North,Settled
CLM00590,18-30,Middle (30K-70K),Team A,Term Life,3171.4,32,3377.46,0,9,Male,East,Rejected
CLM00591,18-30,High (70K-150K),Team D,Term Life,49071.71,53,1188.19,0,1,Male,East,Settled
CLM00592,46-60,Premium (150K+),Team A,Term Life,17194.82,59,2480.9,3,3,Male,Central,Rejected
CLM00593,18-30,Low (<30K),Team C,Health,16950.83,69,2739.54,2,12,Male,West,Rejected
CLM00594,31-45,Middle (30K-70K),Team C,Term Life,13213.33,62,647.36,2,20,Female,East,Settled
CLM00595,60+,Middle (30K-70K),Team B,Term Life,7177.39,4,3949.07,2,13,Female,South,Rejected
CLM00596,31-45,High (70K-150K),Team C,Whole Life,17350.26,86,9368.99,2,23,Male,South,Settled
CLM00597,46-60,Middle (30K-70K),Team A,Health,23640.25,18,1685.0,2,6,Male,South,Rejected
CLM00598,18-30,High (70K-150K),Team C,Term Life,1642.09,99,1576.63,1,10,Male,North,Settled
CLM00599,18-30,High (70K-150K),Team B,Whole Life,6998.75,81,1524.76,2,10,Male,Central,Rejected
CLM00600,18-30,Middle (30K-70K),Team C,Term Life,9838.55,114,2970.5,1,16,Male,North,Rejected
CLM00601,18-30,Premium (150K+),Team A,Whole Life,18167.78,114,2720.64,1,1,Male,South,Rejected
CLM00602,31-45,Middle (30K-70K),Team C,Health,55936.55,56,506.47,0,16,Male,East,Rejected
CLM00603,18-30,Low (<30K),Team A,Health,5291.79,24,904.25,2,4,Female,South,Rejected
CLM00604,18-30,High (70K-150K),Team B,Whole Life,7349.93,66,2713.11,0,6,Male,East,Settled
CLM00605,18-30,High (70K-150K),Team A,Whole Life,7222.52,13,1609.99,0,19,Female,Central,Settled
CLM00606,31-45,Middle (30K-70K),Team A,Term Life,5105.98,62,711.31,3,2,Male,West,Settled
CLM00607,31-45,Premium (150K+),Team D,Whole Life,8807.65,54,6004.16,4,18,Male,East,Settled
CLM00608,31-45,Premium (150K+),Team B,Term Life,33690.21,15,953.59,0,10,Female,North,Rejected
CLM00609,31-45,Middle (30K-70K),Team D,Health,3772.14,69,1860.54,3,4,Male,South,Rejected
CLM00610,46-60,Premium (150K+),Team D,Auto,22323.1,3,1576.22,1,1,Male,South,Settled
CLM00611,18-30,Low (<30K),Team C,Auto,1733.19,37,762.84,1,15,Female,South,Rejected
CLM00612,46-60,Low (<30K),Team A,Auto,6811.68,37,2096.37,0,10,Male,East,Settled
CLM00613,46-60,Low (<30K),Team B,Health,8996.7,101,2474.23,1,18,Male,Central,Rejected
CLM00614,18-30,Premium (150K+),Team C,Health,99691.09,3,1243.72,0,16,Male,East,Settled
CLM00615,60+,High (70K-150K),Team B,Term Life,9606.9,63,1381.67,0,13,Female,North,Rejected
CLM00616,60+,Low (<30K),Team A,Health,951.95,35,2923.07,0,15,Female,South,Settled
CLM00617,18-30,Middle (30K-70K),Team C,Whole Life,1213.58,52,372.37,0,2,Male,East,Rejected
CLM00618,31-45,High (70K-150K),Team D,Whole Life,13916.57,87,919.65,2,20,Male,South,Settled
CLM00619,46-60,Low (<30K),Team C,Health,27903.99,28,2144.68,2,4,Female,North,Rejected
CLM00620,46-60,Premium (150K+),Team A,Term Life,20963.69,94,1186.32,1,1,Male,West,Settled
CLM00621,18-30,High (70K-150K),Team C,Whole Life,16335.31,18,1172.83,3,7,Male,West,Settled
CLM00622,31-45,Middle (30K-70K),Team A,Auto,53890.61,116,3719.54,2,23,Female,West,Settled
CLM00623,31-45,Premium (150K+),Team A,Term Life,6991.78,36,1089.35,2,11,Male,South,Settled
CLM00624,31-45,Middle (30K-70K),Team D,Whole Life,39100.58,33,8807.36,0,10,Female,East,Settled
CLM00625,46-60,Premium (150K+),Team A,Auto,1884.81,64,444.25,1,1,Female,South,Rejected
CLM00626,31-45,High (70K-150K),Team B,Health,4510.05,26,308.09,0,11,Female,Central,Rejected
CLM00627,31-45,High (70K-150K),Team A,Whole Life,1527.75,48,3652.43,1,24,Male,East,Settled
CLM00628,46-60,Low (<30K),Team D,Term Life,9606.41,40,822.9,3,10,Male,North,Rejected
CLM00629,18-30,Premium (150K+),Team C,Whole Life,12638.29,17,834.09,2,14,Male,West,Settled
CLM00630,31-45,Middle (30K-70K),Team C,Auto,15320.11,40,3975.03,2,14,Male,East,Rejected
CLM00631,46-60,Low (<30K),Team C,Health,14389.59,7,1214.62,1,7,Male,East,Settled
CLM00632,60+,Low (<30K),Team A,Whole Life,4389.35,57,3745.42,0,23,Male,West,Settled
CLM00633,31-45,Middle (30K-70K),Team B,Term Life,10632.93,8,1109.51,0,11,Male,North,Settled
CLM00634,31-45,Middle (30K-70K),Team B,Term Life,2215.12,117,2416.38,2,22,Male,South,Settled
CLM00635,18-30,High (70K-150K),Team A,Auto,68588.13,56,1200.94,6,4,Male,South,Rejected
CLM00636,31-45,Premium (150K+),Team B,Whole Life,9280.3,31,866.23,1,24,Female,East,Rejected
CLM00637,31-45,Low (<30K),Team D,Health,7430.41,59,7219.07,2,2,Female,West,Rejected
CLM00638,31-45,High (70K-150K),Team A,Term Life,89924.74,58,4416.8,2,7,Male,Central,Settled
CLM00639,31-45,Low (<30K),Team B,Health,3008.82,12,1010.99,1,19,Female,North,Settled
CLM00640,31-45,Premium (150K+),Team A,Auto,3460.94,48,1567.57,1,14,Female,South,Settled
CLM00641,18-30,High (70K-150K),Team A,Health,3585.08,31,5889.82,1,19,Male,North,Settled
CLM00642,31-45,Middle (30K-70K),Team D,Term Life,12314.77,108,820.1,1,7,Male,North,Settled
CLM00643,31-45,High (70K-150K),Team B,Health,22425.59,83,856.38,2,12,Female,North,Rejected
CLM00644,31-45,Middle (30K-70K),Team B,Health,32455.02,63,2633.45,1,3,Male,West,Settled
CLM00645,18-30,Middle (30K-70K),Team C,Whole Life,292551.03,74,11118.83,1,15,Male,West,Rejected
CLM00646,60+,High (70K-150K),Team A,Auto,898.46,39,1887.61,0,5,Female,West,Settled
CLM00647,46-60,Middle (30K-70K),Team B,Health,27735.9,76,4187.46,2,8,Male,East,Rejected
CLM00648,46-60,Middle (30K-70K),Team B,Auto,6846.16,20,801.15,2,14,Female,West,Rejected
CLM00649,46-60,Middle (30K-70K),Team C,Health,6609.75,101,2413.52,0,4,Male,East,Settled
CLM00650,31-45,High (70K-150K),Team D,Term Life,6350.4,48,1356.02,1,7,Male,South,Rejected
CLM00651,18-30,Middle (30K-70K),Team C,Whole Life,4489.41,105,8048.98,4,7,Male,South,Settled
CLM00652,31-45,Low (<30K),Team B,Term Life,100854.06,71,6496.07,1,18,Female,South,Rejected
CLM00653,46-60,High (70K-150K),Team D,Auto,36708.25,116,11198.48,1,14,Male,South,Settled
CLM00654,46-60,High (70K-150K),Team A,Health,13736.82,54,1036.5,1,8,Male,South,Settled
CLM00655,31-45,Low (<30K),Team A,Health,67590.24,78,1860.12,3,12,Female,West,Rejected
CLM00656,18-30,Low (<30K),Team A,Whole Life,2175.39,75,2440.93,2,10,Male,Central,Rejected
CLM00657,31-45,Low (<30K),Team B,Term Life,2705.8,71,1069.37,2,14,Male,West,Rejected
CLM00658,31-45,Middle (30K-70K),Team B,Health,978.91,29,2007.9,1,9,Male,Central,Rejected
CLM00659,46-60,Middle (30K-70K),Team C,Whole Life,5771.59,74,3741.28,0,6,Female,West,Rejected
CLM00660,46-60,High (70K-150K),Team D,Term Life,16220.61,93,1164.1,0,5,Male,South,Settled
CLM00661,31-45,High (70K-150K),Team B,Health,15114.81,73,1030.0,1,1,Male,North,Settled
CLM00662,60+,High (70K-150K),Team B,Term Life,15981.87,100,976.79,1,1,Male,Central,Rejected
CLM00663,46-60,Middle (30K-70K),Team A,Whole Life,2457.09,48,617.1,1,20,Male,North,Rejected
CLM00664,31-45,High (70K-150K),Team A,Whole Life,35023.89,74,3580.27,3,17,Female,South,Settled
CLM00665,18-30,Middle (30K-70K),Team C,Term Life,17810.67,83,1028.1,2,11,Female,Central,Settled
CLM00666,18-30,Premium (150K+),Team B,Auto,32198.18,56,944.93,4,12,Male,North,Rejected
CLM00667,31-45,High (70K-150K),Team D,Term Life,1378.41,95,2760.75,1,3,Male,West,Settled
CLM00668,18-30,Low (<30K),Team A,Term Life,19414.76,17,1792.75,1,6,Male,South,Settled
CLM00669,18-30,High (70K-150K),Team A,Term Life,3212.1,9,1187.46,7,11,Female,West,Settled
CLM00670,31-45,Middle (30K-70K),Team B,Health,8293.37,109,3458.2,0,13,Male,West,Rejected
CLM00671,18-30,High (70K-150K),Team A,Whole Life,25367.85,97,1150.14,8,11,Male,South,Rejected
CLM00672,60+,Low (<30K),Team A,Health,14902.92,34,316.85,3,8,Female,Central,Rejected
CLM00673,18-30,Low (<30K),Team C,Term Life,4808.56,45,5253.21,0,10,Male,East,Settled
CLM00674,31-45,Premium (150K+),Team A,Term Life,13460.68,88,932.1,0,2,Female,East,Settled
CLM00675,31-45,Low (<30K),Team C,Whole Life,2126.34,9,1017.23,2,24,Male,South,Rejected
CLM00676,60+,High (70K-150K),Team B,Health,53120.64,7,1020.83,0,14,Male,East,Rejected
CLM00677,18-30,Middle (30K-70K),Team A,Auto,10442.71,16,1896.34,1,16,Male,North,Rejected
CLM00678,31-45,High (70K-150K),Team B,Term Life,51136.81,19,1451.87,1,17,Male,Central,Rejected
CLM00679,60+,High (70K-150K),Team D,Whole Life,7102.21,103,3985.65,1,11,Male,West,Settled
CLM00680,60+,Middle (30K-70K),Team B,Auto,7127.45,6,6741.86,1,2,Male,West,Rejected
CLM00681,46-60,Middle (30K-70K),Team C,Whole Life,5339.97,114,1050.1,1,24,Female,South,Rejected
CLM00682,31-45,Low (<30K),Team A,Health,38231.26,115,853.71,0,23,Male,West,Rejected
CLM00683,18-30,Low (<30K),Team C,Term Life,5702.63,11,1190.92,1,5,Female,North,Rejected
CLM00684,46-60,Middle (30K-70K),Team A,Auto,28955.47,76,2568.93,0,16,Female,North,Settled
CLM00685,60+,High (70K-150K),Team C,Health,8442.7,61,1647.33,2,16,Female,South,Settled
CLM00686,46-60,Premium (150K+),Team C,Auto,1247.43,42,1211.57,1,2,Female,West,Rejected
CLM00687,46-60,Premium (150K+),Team D,Health,6738.71,13,640.59,1,16,Male,East,Settled
CLM00688,31-45,High (70K-150K),Team B,Whole Life,3245.65,12,308.86,1,5,Male,East,Settled
CLM00689,46-60,High (70K-150K),Team A,Auto,13914.45,85,809.35,2,8,Male,Central,Settled
CLM00690,18-30,High (70K-150K),Team A,Term Life,3201.94,74,4971.78,1,20,Male,South,Settled
CLM00691,31-45,Middle (30K-70K),Team D,Whole Life,40585.66,20,2562.64,2,14,Male,Central,Rejected
CLM00692,31-45,Premium (150K+),Team B,Health,11976.59,50,1551.18,1,10,Male,East,Settled
CLM00693,31-45,High (70K-150K),Team C,Health,10795.5,36,3241.62,2,23,Female,East,Settled
CLM00694,31-45,Middle (30K-70K),Team A,Auto,29350.67,92,645.29,3,2,Female,East,Rejected
CLM00695,18-30,Low (<30K),Team B,Term Life,42475.74,88,1892.02,1,3,Male,Central,Rejected
CLM00696,46-60,Middle (30K-70K),Team A,Health,13041.36,69,433.08,2,18,Male,South,Rejected
CLM00697,31-45,Middle (30K-70K),Team D,Health,5295.22,37,2384.67,0,21,Male,North,Settled
CLM00698,46-60,Premium (150K+),Team C,Term Life,1589.6,12,2225.22,3,2,Male,North,Rejected
CLM00699,18-30,Middle (30K-70K),Team D,Whole Life,5864.9,99,2267.98,2,21,Male,East,Rejected
CLM00700,31-45,Middle (30K-70K),Team B,Term Life,6369.94,40,4601.3,0,9,Female,South,Rejected
CLM00701,31-45,Premium (150K+),Team C,Whole Life,15191.16,54,3363.7,5,2,Male,South,Rejected
CLM00702,18-30,Low (<30K),Team C,Auto,8829.24,2,687.37,3,7,Male,West,Settled
CLM00703,31-45,Middle (30K-70K),Team B,Health,30501.15,50,4657.23,2,7,Male,West,Rejected
CLM00704,18-30,Low (<30K),Team D,Health,6402.35,41,1529.11,2,14,Female,Central,Settled
CLM00705,18-30,High (70K-150K),Team D,Auto,12475.86,45,373.86,2,5,Female,West,Settled
CLM00706,60+,Premium (150K+),Team D,Whole Life,55314.2,103,1657.38,3,8,Female,Central,Settled
CLM00707,31-45,Middle (30K-70K),Team C,Health,20134.5,106,3034.2,1,23,Male,North,Settled
CLM00708,46-60,Premium (150K+),Team B,Whole Life,12431.08,9,803.45,1,22,Male,East,Settled
CLM00709,31-45,Middle (30K-70K),Team B,Auto,6487.72,62,5251.59,1,18,Male,South,Rejected
CLM00710,46-60,Premium (150K+),Team D,Term Life,6248.66,86,863.8,3,6,Male,North,Rejected
CLM00711,46-60,High (70K-150K),Team A,Auto,4813.91,47,1230.44,1,14,Female,North,Rejected
CLM00712,46-60,High (70K-150K),Team C,Term Life,6979.91,5,1062.32,4,18,Male,Central,Settled
CLM00713,31-45,Low (<30K),Team C,Whole Life,33083.8,76,460.73,0,17,Male,East,Rejected
CLM00714,31-45,Premium (150K+),Team C,Health,10236.69,1,816.88,1,9,Female,Central,Settled
CLM00715,31-45,High (70K-150K),Team D,Whole Life,2644.59,44,1023.02,4,13,Male,North,Rejected
CLM00716,60+,Middle (30K-70K),Team B,Health,111502.6,22,1629.32,1,16,Female,South,Rejected
CLM00717,46-60,High (70K-150K),Team B,Whole Life,19613.2,38,163.83,1,21,Male,West,Rejected
CLM00718,60+,Middle (30K-70K),Team A,Health,2469.25,115,3207.48,2,10,Male,Central,Rejected
CLM00719,18-30,Premium (150K+),Team B,Term Life,7861.88,19,3182.23,0,10,Male,North,Rejected
CLM00720,46-60,Low (<30K),Team B,Term Life,15261.12,80,4652.54,0,4,Female,West,Rejected
CLM00721,60+,High (70K-150K),Team B,Term Life,103312.18,31,548.22,0,12,Male,West,Rejected
CLM00722,18-30,Middle (30K-70K),Team D,Whole Life,3534.28,115,1430.44,0,8,Male,North,Settled
CLM00723,18-30,Low (<30K),Team D,Term Life,43098.73,67,3839.7,3,15,Male,East,Rejected
CLM00724,46-60,Low (<30K),Team A,Whole Life,71638.2,87,4113.36,0,21,Female,North,Rejected
CLM00725,46-60,Low (<30K),Team B,Whole Life,6283.08,42,5902.58,5,23,Female,South,Settled
CLM00726,46-60,Middle (30K-70K),Team D,Term Life,9575.7,82,1962.89,1,19,Male,West,Settled
CLM00727,18-30,Middle (30K-70K),Team A,Health,3852.31,26,1728.87,0,15,Male,South,Settled
CLM00728,46-60,Middle (30K-70K),Team A,Auto,10465.58,13,519.9,0,8,Female,Central,Rejected
CLM00729,31-45,Middle (30K-70K),Team A,Term Life,12785.82,58,4238.23,2,8,Female,West,Settled
CLM00730,18-30,Middle (30K-70K),Team C,Health,29483.32,18,1251.06,3,19,Female,East,Rejected
CLM00731,18-30,High (70K-150K),Team A,Health,49425.42,67,1857.81,2,9,Male,North,Settled
CLM00732,46-60,Low (<30K),Team D,Whole Life,5444.08,87,1761.17,2,24,Male,Central,Rejected
CLM00733,46-60,Premium (150K+),Team B,Health,1260.43,3,266.21,1,17,Female,South,Rejected
CLM00734,31-45,Premium (150K+),Team B,Whole Life,13023.44,55,944.67,1,8,Female,Central,Rejected
CLM00735,31-45,High (70K-150K),Team A,Whole Life,19000.96,89,2599.58,4,12,Female,East,Settled
CLM00736,60+,Middle (30K-70K),Team B,Term Life,18021.15,91,1739.11,2,15,Male,North,Rejected
CLM00737,31-45,Premium (150K+),Team C,Health,9027.15,58,2616.15,5,4,Male,Central,Settled
CLM00738,46-60,Low (<30K),Team C,Health,15517.17,108,3384.89,1,6,Female,South,Rejected
CLM00739,31-45,Low (<30K),Team C,Term Life,82333.53,63,935.81,1,16,Female,Central,Settled
CLM00740,31-45,Low (<30K),Team C,Whole Life,21122.22,91,1197.37,1,5,Male,North,Settled
CLM00741,31-45,High (70K-150K),Team D,Auto,8535.23,52,1614.94,5,23,Female,Central,Settled
CLM00742,31-45,Low (<30K),Team D,Whole Life,7330.23,103,3356.99,1,13,Female,South,Settled
CLM00743,46-60,Middle (30K-70K),Team C,Whole Life,10896.28,89,1499.25,2,15,Female,North,Rejected
CLM00744,31-45,Premium (150K+),Team A,Auto,95233.59,24,434.9,0,17,Female,East,Settled
CLM00745,31-45,Premium (150K+),Team A,Health,10721.85,72,1542.95,1,22,Female,East,Settled
CLM00746,60+,Middle (30K-70K),Team A,Health,13046.13,9,3250.67,2,20,Female,West,Settled
CLM00747,31-45,Low (<30K),Team C,Health,7489.25,110,5354.09,1,22,Male,Central,Settled
CLM00748,31-45,High (70K-150K),Team B,Auto,49950.11,37,2263.03,0,5,Female,South,Settled
CLM00749,60+,Middle (30K-70K),Team B,Whole Life,140337.39,94,550.71,2,19,Female,Central,Rejected
CLM00750,46-60,Low (<30K),Team D,Whole Life,22942.25,117,1306.23,0,7,Male,North,Rejected
CLM00751,18-30,Low (<30K),Team D,Whole Life,14754.86,83,2643.99,1,3,Male,West,Settled
CLM00752,60+,Premium (150K+),Team D,Auto,13962.63,53,3615.45,1,13,Male,South,Rejected
CLM00753,46-60,High (70K-150K),Team B,Health,764.2,80,2712.58,0,14,Female,Central,Rejected
CLM00754,31-45,High (70K-150K),Team C,Term Life,32668.97,24,1478.4,0,16,Male,South,Rejected
CLM00755,18-30,Premium (150K+),Team B,Auto,15693.47,108,3593.25,4,13,Female,North,Rejected
CLM00756,46-60,Middle (30K-70K),Team A,Whole Life,22337.24,21,1083.06,2,2,Female,West,Settled
CLM00757,46-60,Middle (30K-70K),Team A,Term Life,5688.75,100,2095.86,2,14,Female,South,Rejected
CLM00758,31-45,Middle (30K-70K),Team B,Whole Life,8422.41,40,3293.91,3,20,Male,North,Rejected
CLM00759,60+,Middle (30K-70K),Team B,Whole Life,8158.13,103,2867.82,0,7,Male,East,Settled
CLM00760,46-60,Middle (30K-70K),Team D,Auto,45521.84,111,2919.82,1,5,Male,South,Settled
CLM00761,18-30,High (70K-150K),Team A,Term Life,8480.19,62,2861.59,1,14,Male,West,Rejected
CLM00762,31-45,High (70K-150K),Team C,Health,162623.4,70,781.37,2,9,Female,South,Rejected
CLM00763,31-45,Premium (150K+),Team B,Health,22404.9,69,1833.62,1,10,Female,South,Rejected
CLM00764,46-60,Middle (30K-70K),Team B,Term Life,2890.49,14,873.58,1,7,Male,North,Rejected
CLM00765,18-30,High (70K-150K),Team B,Auto,11449.99,117,1434.28,1,14,Female,Central,Rejected
CLM00766,46-60,High (70K-150K),Team B,Whole Life,6111.88,109,709.76,2,14,Male,Central,Settled
CLM00767,46-60,Middle (30K-70K),Team C,Term Life,959.82,42,2382.66,1,2,Male,South,Settled
CLM00768,60+,High (70K-150K),Team B,Whole Life,91068.31,50,375.36,2,17,Female,West,Settled
CLM00769,31-45,Low (<30K),Team A,Auto,31062.95,61,2962.61,2,20,Male,West,Settled
CLM00770,46-60,Middle (30K-70K),Team A,Whole Life,25332.64,4,1830.38,0,4,Female,North,Settled
CLM00771,18-30,Low (<30K),Team B,Term Life,16292.89,72,8281.07,7,13,Female,South,Rejected
CLM00772,46-60,Middle (30K-70K),Team D,Term Life,2544.22,88,1535.05,1,18,Female,South,Rejected
CLM00773,18-30,Middle (30K-70K),Team B,Term Life,7477.54,75,1534.69,2,3,Male,Central,Rejected
CLM00774,31-45,High (70K-150K),Team C,Health,36685.5,17,3121.37,0,19,Male,North,Rejected
CLM00775,46-60,Premium (150K+),Team C,Whole Life,3784.0,114,1608.1,0,5,Male,East,Rejected
CLM00776,18-30,High (70K-150K),Team D,Term Life,640.26,85,2252.66,3,1,Female,West,Settled
CLM00777,31-45,High (70K-150K),Team D,Term Life,10172.8,57,4005.89,1,9,Male,West,Rejected
CLM00778,46-60,Middle (30K-70K),Team C,Whole Life,11269.9,90,1459.7,2,24,Male,South,Settled
CLM00779,46-60,High (70K-150K),Team C,Auto,15719.8,107,4704.19,1,8,Female,North,Settled
CLM00780,46-60,Low (<30K),Team D,Whole Life,32023.41,48,471.86,1,3,Female,East,Rejected
CLM00781,46-60,Middle (30K-70K),Team B,Auto,28713.62,44,6521.01,3,2,Female,West,Settled
CLM00782,31-45,Middle (30K-70K),Team B,Whole Life,18224.53,45,432.45,1,1,Female,North,Rejected
CLM00783,31-45,Middle (30K-70K),Team A,Term Life,56085.78,91,5333.43,1,12,Male,East,Settled
CLM00784,31-45,Low (<30K),Team D,Auto,2158.65,80,406.19,2,22,Male,South,Rejected
CLM00785,18-30,Low (<30K),Team D,Whole Life,24477.22,119,8817.27,3,13,Male,Central,Rejected
CLM00786,60+,Middle (30K-70K),Team A,Health,28334.8,90,2056.38,1,10,Male,West,Settled
CLM00787,46-60,Premium (150K+),Team C,Auto,3018.53,117,849.03,3,17,Female,West,Rejected
CLM00788,31-45,Middle (30K-70K),Team B,Term Life,2200.75,33,8039.29,1,11,Male,East,Settled
CLM00789,31-45,Middle (30K-70K),Team A,Term Life,5458.17,31,756.65,0,5,Female,Central,Settled
CLM00790,60+,Low (<30K),Team D,Health,6039.95,112,1507.36,1,9,Male,North,Settled
CLM00791,18-30,High (70K-150K),Team A,Term Life,32994.74,47,14527.08,1,13,Male,South,Rejected
CLM00792,46-60,Middle (30K-70K),Team A,Term Life,6390.41,6,2481.03,3,20,Female,North,Settled
CLM00793,31-45,Low (<30K),Team C,Term Life,4780.89,108,357.52,3,23,Male,East,Rejected
CLM00794,46-60,Middle (30K-70K),Team C,Term Life,6412.72,72,1452.97,2,11,Female,West,Settled
